"Scus94491BpeSegment::scriptSetIndicatorsDisabled","in","bool","disabled","True to disable indicators","none"
"SEffe::scriptAllocateGoldDragoonTransformEffect","in","int","deffFlags","The DEFF flags","none"
"SEffe::scriptAllocateGoldDragoonTransformEffect","in","int","count","The effect instance count","none"
"SEffe::scriptAllocateGoldDragoonTransformEffect","in","int","unused","","none"
"SEffe::scriptAllocateGoldDragoonTransformEffect","in","int","horizontalMax","The maximum position deviation on the XZ plane","none"
"SEffe::scriptAllocateGoldDragoonTransformEffect","in","int","verticalMin","The minimum deviation on the Y axis","none"
"SEffe::scriptAllocateGoldDragoonTransformEffect","in","int","verticalMax","The maximum deviation on the Y axis","none"
"SEffe::scriptAllocateGoldDragoonTransformEffect","in","int","movementTicksMax","The maximum number of ticks a rock can move/exist","none"
"SEffe::scriptAllocateGoldDragoonTransformEffect","in","int","preMovementTicksMax","The maximum number of ticks before a rock starts moving","none"
"SEffe::scriptAllocateStarChildrenMeteorEffect","out","int","effectIndex","The new effect manager script index","none"
"SEffe::scriptAllocateStarChildrenMeteorEffect","in","int","deffFlags","The DEFF flags","none"
"SEffe::scriptAllocateStarChildrenMeteorEffect","in","int","count","The meteor count","none"
"SEffe::scriptAllocateStarChildrenImpactEffect","out","int","effectIndex","The new effect manager script index","none"
"SEffe::scriptAllocateStarChildrenImpactEffect","in","int","count","The impact count","none"
"SEffe::scriptAllocateStarChildrenImpactEffect","in","int","maxStartingFrame","The maximum random frame each impact can start on","none"
"SEffe::scriptAllocateStarChildrenImpactEffect","in","int","maxTranslationMagnitude","The maximum random multiplier for each impact's X and Z coordinates","none"
"SEffe::scriptAllocateMoonlightStarsEffect","out","int","effectIndex","The new effect manager script index","none"
"SEffe::scriptAllocateMoonlightStarsEffect","in","int","deffFlags","The DEFF flags","none"
"SEffe::scriptAllocateMoonlightStarsEffect","in","int","maxToggleFrameThreshold","The maximum number of frames for each star before toggling visibility","none"
"SEffe::scriptAllocateMoonlightStarsEffect","in","int","maxScale","The maximum scale multiplier for each star","none"
"SEffe::scriptAllocateMoonlightStarsEffect","in","int","count","The number of stars","none"
"Battle::scriptRenderButtonPressHudElement","in","int","type","The button press type","none"
"Battle::scriptRenderButtonPressHudElement","in","int","x","The X position","none"
"Battle::scriptRenderButtonPressHudElement","in","int","y","The Y position","none"
"Battle::scriptRenderButtonPressHudElement","in","int","translucency","The translucency mode","none"
"Battle::scriptRenderButtonPressHudElement","in","int","brightness","The brightness","none"
"SEffe::FUN_80108df8","out","int","effectIndex","The new effect manager script index","none"
"Battle::scriptGetBentDimension","in","int","bentIndex","The battle entity index","none"
"Battle::scriptGetBentDimension","in","int","axis","The axis index","none"
"Battle::scriptGetBentDimension","out","int","size","The size","none"
"SEffe::scriptAllocateRainEffect","out","int","effectIndex","The new effect manager script index","none"
"SEffe::scriptAllocateRainEffect","in","int","count","How dense the rain should be","none"
"Battle::scriptApplyWeaponTrailScaling","in","int","effectIndex","The weapon trail effect index","none"
"Battle::scriptApplyWeaponTrailScaling","in","int","smallScalingFactor","The scaling factor for the trailing end","none"
"Battle::scriptApplyWeaponTrailScaling","in","int","largeScalingFactor","The scaling factor for the leading end","none"
"SEffe::scriptAllocateElectricityEffect","out","int","effectIndex","The new effect manager script index","none"
"SEffe::scriptAllocateElectricityEffect","in","int","parentIndex","The parent index (or -1 for none)","none"
"SEffe::scriptAllocateElectricityEffect","in","int","boltAngleRangeCutoff","The maximum angle for a bolt","none"
"SEffe::scriptAllocateElectricityEffect","in","int","boltCount","The number of bolts","none"
"SEffe::scriptAllocateElectricityEffect","in","int","maxSegmentLength","The maximum length of a segment","none"
"SEffe::scriptAllocateElectricityEffect","in","int","boltAngleStep","The angle increment per frame","none"
"SEffe::scriptAllocateElectricityEffect","in","int","flags","Multiple packed values","none"
"SEffe::scriptAllocateElectricityEffect","in","int","type","The electricity type","none"
"SEffe::scriptGetBoltSegmentEnd","in","int","effectIndex","The electricity effect index","none"
"SEffe::scriptGetBoltSegmentEnd","in","int","boltIndex","The bolt index","none"
"SEffe::scriptGetBoltSegmentEnd","in","int","segmentIndex","The segment index","none"
"SEffe::scriptGetBoltSegmentEnd","out","int","x","The X position","none"
"SEffe::scriptGetBoltSegmentEnd","out","int","y","The Y position","none"
"SEffe::scriptGetBoltSegmentEnd","out","int","z","The Y position","none"
"SEffe::scriptAllocateDragoonAdditionScript","in","int","flags","Various flags","none"
"SEffe::scriptAllocateDragoonAdditionScript","in","int","charId","The character ID","none"
"SEffe::scriptAllocateDragoonAdditionScript","in","int","ticksUntilStart","The number of ticks until the addition starts","none"
"SEffe::scriptAllocateDragoonAdditionScript","in","int","hudX","The HUD X position","none"
"SEffe::scriptAllocateDragoonAdditionScript","in","int","hudY","The HUD Y position","none"
"SEffe::scriptAllocateThunderArrowEffect","in","int","effectIndex","The electricity effect index","none"
"SEffe::scriptAllocateThunderArrowEffect","in","int","p1","","none"
"SEffe::scriptAllocateScreenDistortionEffect","out","int","effectIndex","The new effect manager script index","none"
"SEffe::scriptAllocateScreenDistortionEffect","in","int","angleStep","The amount to rotate each frame (PSX degrees)","none"
"SEffe::scriptAllocateScreenDistortionEffect","in","int","type","The distortion type","none"
"SEffe::scriptGetDragoonAdditionHitsCompleted","in","int","unused","","none"
"SEffe::scriptGetDragoonAdditionHitsCompleted","out","int","count","The number of hits completed","none"
"SEffe::scriptGetAliveParticles","in","int","effectIndex","The particle effect index","none"
"SEffe::scriptGetAliveParticles","out","bool_array","alive","An array of booleans, each one denoting whether its respective particle instance is alive","none"
"SEffe::scriptGetParticlePosition","in","int","effectIndex","The particle effect index","none"
"SEffe::scriptGetParticlePosition","in","int","particleIndex","The particle index","none"
"SEffe::scriptGetParticlePosition","out","int","x","The X position","none"
"SEffe::scriptGetParticlePosition","out","int","y","The Y position","none"
"SEffe::scriptGetParticlePosition","out","int","z","The Z position","none"
"Battle::scriptSetMtSeed","in","int","seed","The seed","none"
"SEffe::scriptAllocateVertexDifferenceAnimation","in","int","effectIndex","The effect index","none"
"SEffe::scriptAllocateVertexDifferenceAnimation","in","int","differenceIndex","The difference index","none"
"SEffe::scriptAllocateVertexDifferenceAnimation","in","int","ticks","The number of ticks until the animation finishes","none"
"SEffe::scriptAllocateVertexDifferenceAnimation","in","int","scale","How much to grow each frame","none"
"SEffe::scriptAllocateFrozenJetEffect","out","int","effectIndex","The new effect manager script index","none"
"SEffe::scriptAllocateFrozenJetEffect","in","int","tmdDeffIndex","The effect index of the model to use","none"
"SEffe::scriptAllocateFrozenJetEffect","in","int","p2","","none"
"SEffe::scriptAllocateFrozenJetEffect","in","int","p3","","none"
"Battle::scriptAllocateMonsterDeathEffect","out","int","effectIndex","The new effect manager script index","none"
"Battle::scriptAllocateMonsterDeathEffect","in","int","bentIndex","The battle object index","none"
"Battle::scriptAllocateMonsterDeathEffect","in","int","spriteIndex","Which sprite to use","none"
"Battle::scriptAllocateMonsterDeathEffect","in","int","unused","Unused in code but passed by scripts","none"
"Battle::scriptGetBobjModelPartCount","in","int","bobjIndex","The battle object index","none"
"Battle::scriptGetBobjModelPartCount","out","int","partCount","The part count","none"
"SEffe::scriptGetAdditionOverlayActiveStatus","in","int","type","0 = addition, 1 = dragoon addition","none"
"SEffe::scriptGetAdditionOverlayActiveStatus","out","int","state","The overlay state","none"
"Scus94491BpeSegment::scriptGiveChestContents","in","int","itemId","The item ID (0xfb = 20G, 0xfc = 50G, 0xfd = 100G, 0xfe = 200G, 0xff = nothing)","none"
"Scus94491BpeSegment::scriptGiveChestContents","out","int","itemGiven","The item ID if an item was given (0xff = unable to give, 0 = gave gold)","none"
"Scus94491BpeSegment::scriptTakeItem","in","int","itemId","The item ID","none"
"Scus94491BpeSegment::scriptTakeItem","out","int","itemTaken","The item ID taken, of 0xff if none could be taken","none"
"Scus94491BpeSegment::scriptGiveGold","in","int","amount","The amount of gold","none"
"Scus94491BpeSegment::scriptGiveGold","out","int","out","Always 0","none"
"Scus94491BpeSegment::scriptReadRegistryEntryVar","in","reg","registryId","The registry to read from","none"
"Scus94491BpeSegment::scriptReadRegistryEntryVar","in","reg","entryId","The entry to access from the registry","none"
"Scus94491BpeSegment::scriptReadRegistryEntryVar","in","int","entryVar","The var to read from the entry","none"
"Scus94491BpeSegment::scriptReadRegistryEntryVar","out","any","value","The value read from the entry","none"
"SEffe::scriptAllocateGradientRaysEffect","out","int","effectIndex","The new effect manager index","none"
"SEffe::scriptAllocateGradientRaysEffect","in","int","count","The ray count","none"
"SEffe::scriptAllocateGradientRaysEffect","in","int","innerY","Untransformed y values when rays are in the center cluster of the effect","none"
"SEffe::scriptAllocateGradientRaysEffect","in","int","midVertZ","World space z value for the middle vertices of a ray","none"
"SEffe::scriptAllocateGradientRaysEffect","in","int","outerY","Untransformed y values when rays are in the outer part of the effect","none"
"SEffe::scriptAllocateGradientRaysEffect","in","int","step","Step size for the colour and Y modifier","none"
"SEffe::scriptAllocateGradientRaysEffect","in","int","flags","The effect flags","none"
"SEffe::scriptAllocateGradientRaysEffect","in","int","type","The effect type","none"
"SEffe::scriptAllocateScreenCaptureEffect","out","int","effectIndex","The new effect manager index","none"
"SEffe::scriptAllocateScreenCaptureEffect","in","int","deffFlags","The DEFF flags","none"
"SEffe::scriptAllocateScreenCaptureEffect","in","int","x","The X position; no longer used","none"
"SEffe::scriptAllocateScreenCaptureEffect","in","int","y","The Y position; no longer used","none"
"SEffe::scriptAllocateScreenCaptureEffect","in","int","w","The width","none"
"SEffe::scriptAllocateScreenCaptureEffect","in","int","h","The height","none"
"SEffe::scriptAllocateScreenCaptureEffect","in","int","type","The effect type","none"
"SItem::scriptGetMaxItemCount","out","int","size","","none"
"SItem::scriptGetMaxEquipmentCount","out","int","size","","none"
"SItem::scriptIsItemSlotUsed","in","int","slot","","none"
"SItem::scriptIsItemSlotUsed","out","bool","used","","none"
"SItem::scriptIsEquipmentSlotUsed","in","int","slot","","none"
"SItem::scriptIsEquipmentSlotUsed","out","bool","used","","none"
"SItem::scriptGetItemSlot","in","int","slot","","none"
"SItem::scriptGetItemSlot","out","reg","id","","none"
"SItem::scriptGetEquipmentSlot","in","int","slot","","none"
"SItem::scriptGetEquipmentSlot","out","reg","id","","none"
"SItem::scriptSetItemSlot","in","int","slot","","none"
"SItem::scriptSetItemSlot","in","reg","id","","none"
"SItem::scriptSetEquipmentSlot","in","int","slot","","none"
"SItem::scriptSetEquipmentSlot","in","reg","id","","none"
"SItem::scriptGiveItem","in","reg","id","","none"
"SItem::scriptGiveItem","out","bool","given","True if given successfully, false otherwise (e.g. no space)","none"
"SItem::scriptGiveEquipment","in","reg","id","","none"
"SItem::scriptGiveEquipment","out","bool","given","True if given successfully, false otherwise (e.g. no space)","none"
"SItem::scriptTakeItem","in","reg","id","","none"
"SItem::scriptTakeItem","out","int","taken","True if given successfully, false otherwise (e.g. no space)","none"
"SItem::scriptTakeEquipment","in","reg","id","","none"
"SItem::scriptTakeEquipment","out","int","taken","True if given successfully, false otherwise (e.g. no space)","none"
"SItem::scriptGenerateAttackItem","out","reg","id","","none"
"SItem::scriptGenerateRecoveryItem","out","reg","id","","none"
"SItem::scriptHasGood","in","reg","id","","none"
"SItem::scriptHasGood","out","bool","has","","none"
"SItem::scriptGiveGood","in","reg","id","","none"
"SItem::scriptTakeGood","in","reg","id","","none"
"SMap::scriptSetSobjUsePs1Depth","in","int","sobjIndex","The SubmapObject210 script index","none"
"SMap::scriptSetSobjUsePs1Depth","in","bool","usePs1Depth","True to use PS1 depth, false to use modern depth","none"
"RenderEngine::scriptGetRenderAspectMultiplier","out","int","multiplier","The width multiplier (.12)","none"
"Battle::scriptHasStatMod","in","reg","id","A unique identifier to assign to this stat mod","none"
"Battle::scriptHasStatMod","in","int","bentId","The battle entity to apply the stat mod to","none"
"Battle::scriptHasStatMod","in","reg","statType","The stat type to mod","none"
"Battle::scriptHasStatMod","out","bool","present","True if present, false otherwise","none"
"Battle::scriptAddStatMod","in","reg","id","A unique identifier to assign to this stat mod","none"
"Battle::scriptAddStatMod","in","int","bentId","The battle entity to apply the stat mod to","none"
"Battle::scriptAddStatMod","in","reg","statType","The stat type to mod","none"
"Battle::scriptAddStatMod","in","reg","statModType","The stat mod type","none"
"Battle::scriptAddStatMod","in","int_array","statModParams","The implementation-specific configuration for the stat mod type","none"
"Battle::scriptRemoveStatMod","in","reg","id","A unique identifier to assign to this stat mod","none"
"Battle::scriptRemoveStatMod","in","int","bentId","The battle entity to apply the stat mod to","none"
"Battle::scriptRemoveStatMod","in","reg","statType","The stat type to mod","none"
"Battle::scriptGetStatModType","in","reg","id","A unique identifier to assign to this stat mod","none"
"Battle::scriptGetStatModType","in","int","bentId","The battle entity to apply the stat mod to","none"
"Battle::scriptGetStatModType","in","reg","statType","The stat type to mod","none"
"Battle::scriptGetStatModType","out","reg","statModType","The stat mod type","none"
"Battle::scriptUpdateStatModParams","in","reg","id","A unique identifier to assign to this stat mod","none"
"Battle::scriptUpdateStatModParams","in","int","bentId","The battle entity to apply the stat mod to","none"
"Battle::scriptUpdateStatModParams","in","reg","statType","The stat type to mod","none"
"Battle::scriptUpdateStatModParams","in","int_array","statModParams","The implementation-specific configuration for the stat mod type","none"
"Battle::scriptGetStatModParams","in","reg","id","A unique identifier to assign to this stat mod","none"
"Battle::scriptGetStatModParams","in","int","bentId","The battle entity to apply the stat mod to","none"
"Battle::scriptGetStatModParams","in","reg","statType","The stat type to mod","none"
"Battle::scriptGetStatModParams","out","int_array","statModParams","The implementation-specific configuration for the stat mod type","none"
"Battle::scriptUseItem","in","reg","itemId","The ID of the item being used","none"
"Battle::scriptUseItem","in","int","targetBentIndex","The ID of the bent being targeted","none"
"Battle::scriptApplyEquipmentEffect","in","reg","equipmentId","The ID of the equipment","none"
"Battle::scriptApplyEquipmentEffect","in","int","wearerBentIndex","The ID of the bent wearing the equipment","none"
"Battle::scriptAttack","out","int","type","The EquipmentAttackType","none"
"Battle::scriptSetCombatantVramSlot","in","int","combatantIndex","Combatant ID","none"
"Battle::scriptSetCombatantVramSlot","in","int","vramSlot","Target vram slot","none"
